LSOA11CD,LAD11NM,PTAL Score,lsoademographics_White,lsoademographics_Mixed/multiple ethnic groups,lsoademographics_Asian/Asian British,lsoademographics_Black/African/Caribbean/Black British,lsoademographics_Other ethnic group,lsoademographics_BAME,lsoademographics_White (%),lsoademographics_Mixed/multiple ethnic groups (%),lsoademographics_Asian/Asian British (%),lsoademographics_Black/African/Caribbean/Black British (%),lsoademographics_Other ethnic group (%),lsoademographics_BAME (%),lsoademographics_United Kingdom,lsoademographics_Not United Kingdom,lsoademographics_% United Kingdom,lsoademographics_% Not United Kingdom,lsoademographics_Households with at least one person aged 16 or over with English as a main language,lsoademographics_Households where no people aged 16 or over have English as a main language,lsoademographics_% of households with at least one person aged 16 or over with English as a main language,lsoademographics_% of households where no people aged 16 or over have English as a main language,lsoademographics_Christian,lsoademographics_Buddhist,lsoademographics_Hindu,lsoademographics_Jewish,lsoademographics_Muslim,lsoademographics_Sikh,lsoademographics_Other religion,lsoademographics_No religion,lsoademographics_Religion not stated,lsoademographics_Christian (%),lsoademographics_Buddhist (%),lsoademographics_Hindu (%),lsoademographics_Jewish (%),lsoademographics_Muslim (%),lsoademographics_Sikh (%),lsoademographics_Other religion (%),lsoademographics_No religion (%),lsoademographics_Religion not stated (%),IMD only_LSOA name (2011),IMD only_Index of Multiple Deprivation (IMD) Score,IMD only_Income Score (rate),IMD only_Employment Score (rate),"IMD only_Education, Skills and Training Score",IMD only_Health Deprivation and Disability Score,IMD only_Crime Score,IMD only_Barriers to Housing and Services Score,IMD only_Living Environment Score,lsoahouseprices_House Prices;Median Price;2014,Mean and Median Incomes_2012/13mean,Mean and Median Incomes_2012/13median,lsoaages_All Ages,lsoaages_0-15,lsoaages_16-29,lsoaages_30-44,lsoaages_45-64,lsoaages_65+,lsoaages_Working-age
E01001615,Greenwich,9.83596,1194,55,129,112,29,325,78.6,3.6,8.5,7.4,1.9,21.4,1102,417,72.5,27.5,683,73,90.3,9.7,831,15,46,5,59,13,5,429,116,54.7,1,3,0.3,3.9,0.9,0.3,28.2,7.6,Greenwich 028C,20.2,0.1,0.1,9,-0.2,1,28.5,25.9,250000,48940,38840,1519,225,338,369,333,254,1040
E01001617,Greenwich,9.25403,1375,42,93,50,14,199,87.4,2.7,5.9,3.2,0.9,12.6,1332,242,84.6,15.4,702,36,95.1,4.9,1014,12,30,0,50,5,6,351,106,64.4,0.8,1.9,0,3.2,0.3,0.4,22.3,6.7,Greenwich 028D,8.8,0.1,0,9.5,-0.8,0.1,22.2,17.9,290000,49680,39390,1574,219,263,321,401,370,985
E01001618,Greenwich,6.40856,1395,41,81,64,23,209,87,2.6,5,4,1.4,13,1401,203,87.3,12.7,622,26,96,4,1002,7,14,1,56,2,7,419,96,62.5,0.4,0.9,0.1,3.5,0.1,0.4,26.1,6,Greenwich 030C,23.6,0.2,0.1,25.3,0.1,0.5,26.1,18.7,383000,43920,35000,1604,352,271,325,407,249,1003
E01001619,Greenwich,10.172,1574,61,140,90,15,306,83.7,3.2,7.4,4.8,0.8,16.3,1584,296,84.3,15.7,776,42,94.9,5.1,1087,17,39,3,76,3,10,502,143,57.8,0.9,2.1,0.2,4,0.2,0.5,26.7,7.6,Greenwich 030D,14.7,0.1,0.1,13.7,-0.2,-0.1,20.1,23.2,266000,48220,38300,1880,362,402,518,371,227,1291
E01001620,Greenwich,7.6276,1181,44,148,179,39,410,74.2,2.8,9.3,11.3,2.5,25.8,1230,361,77.3,22.7,452,53,89.5,10.5,917,26,42,3,95,1,4,409,94,57.6,1.6,2.6,0.2,6,0.1,0.3,25.7,5.9,Greenwich 025A,31.7,0.2,0.1,33.7,0.5,0.6,31.6,22.6,250000,42090,33550,1591,373,338,341,362,177,1041
E01001621,Greenwich,16.7791,1242,67,77,89,16,249,83.3,4.5,5.2,6,1.1,16.7,1208,283,81,19,562,49,92,8,856,17,7,2,17,4,7,457,124,57.4,1.1,0.5,0.1,1.1,0.3,0.5,30.7,8.3,Greenwich 025B,31.9,0.2,0.1,22.3,0.1,1,28.9,38,200000,44770,35660,1491,285,292,320,403,191,1015
E01001623,Greenwich,9.01112,1272,59,139,190,36,424,75,3.5,8.2,11.2,2.1,25,1348,348,79.5,20.5,612,52,92.2,7.8,927,6,39,3,95,1,6,499,120,54.7,0.4,2.3,0.2,5.6,0.1,0.4,29.4,7.1,Greenwich 025C,24.7,0.1,0.1,22.7,-0.1,0.7,39.1,24.3,290000,45550,36270,1696,368,348,451,368,161,1167
E01001624,Greenwich,6.64714,1360,32,65,84,10,191,87.7,2.1,4.2,5.4,0.6,12.3,1327,224,85.6,14.4,603,28,95.6,4.4,926,10,12,1,25,16,11,413,137,59.7,0.6,0.8,0.1,1.6,1,0.7,26.6,8.8,Greenwich 025D,25.3,0.2,0.1,23.1,0,0.6,24.3,25.3,300000,46040,36650,1551,297,246,328,452,228,1026
E01001625,Greenwich,6.10696,1276,45,79,145,32,301,80.9,2.9,5,9.2,2,19.1,1292,285,81.9,18.1,550,37,93.7,6.3,891,2,22,5,90,12,3,442,110,56.5,0.1,1.4,0.3,5.7,0.8,0.2,28,7,Greenwich 025E,40.6,0.2,0.2,39.4,0.4,0.9,41.2,29.4,271250,40680,32400,1577,318,300,343,391,225,1034
E01001629,Greenwich,28.0165,1039,140,276,690,31,1137,47.7,6.4,12.7,31.7,1.4,52.3,1256,920,57.7,42.3,705,147,82.7,17.3,1164,49,81,6,213,13,7,496,147,53.5,2.3,3.7,0.3,9.8,0.6,0.3,22.8,6.8,Greenwich 009A,30.4,0.2,0.1,22.2,-0.1,0.4,46.5,16.9,199995,38980,31010,2176,539,549,544,388,156,1481
E01001631,Greenwich,23.6378,795,119,372,737,49,1277,38.4,5.7,18,35.6,2.4,61.6,1224,848,59.1,40.9,656,137,82.7,17.3,1029,51,151,7,293,31,6,397,107,49.7,2.5,7.3,0.3,14.1,1.5,0.3,19.2,5.2,Greenwich 007B,34.1,0.3,0.2,19.2,0.3,0.2,36.3,21.8,168000,38190,30340,2072,568,501,544,348,111,1393
E01001632,Greenwich,17.7636,643,109,959,566,42,1676,27.7,4.7,41.4,24.4,1.8,72.3,990,1329,42.7,57.3,474,161,74.6,25.4,847,130,481,0,381,83,2,217,178,36.5,5.6,20.7,0,16.4,3.6,0.1,9.4,7.7,Greenwich 007C,18.6,0.1,0.1,15.5,-0.3,-0.1,33.9,23,259500,41850,33350,2319,477,617,674,434,117,1725
E01001633,Greenwich,9.81652,786,97,224,465,35,821,48.9,6,13.9,28.9,2.2,51.1,1002,605,62.4,37.6,546,106,83.7,16.3,792,51,87,2,160,10,5,405,95,49.3,3.2,5.4,0.1,10,0.6,0.3,25.2,5.9,Greenwich 009B,34.2,0.2,0.2,21.6,0.5,0.5,35.1,18.2,185500,39930,31790,1607,400,353,422,325,107,1100
E01001634,Greenwich,11.0927,929,88,171,490,36,785,54.2,5.1,10,28.6,2.1,45.8,1168,546,68.1,31.9,573,94,85.9,14.1,922,49,24,0,178,6,2,427,106,53.8,2.9,1.4,0,10.4,0.4,0.1,24.9,6.2,Greenwich 009C,41.7,0.3,0.2,35.1,0.7,0.5,36.7,16.4,222500,37890,30090,1714,461,335,430,317,171,1082
E01001635,Greenwich,6.77586,910,88,285,312,66,751,54.8,5.3,17.2,18.8,4,45.2,1098,563,66.1,33.9,546,72,88.3,11.7,740,40,96,1,152,33,4,461,134,44.6,2.4,5.8,0.1,9.2,2,0.2,27.8,8.1,Greenwich 007D,23.2,0.1,0.1,12.7,0.1,1,28.3,28.3,237500,44120,35150,1661,345,364,484,369,99,1217
E01001636,Greenwich,9.82039,714,84,510,346,68,1008,41.5,4.9,29.6,20.1,3.9,58.5,967,755,56.2,43.8,486,107,82,18,764,57,230,0,155,73,1,308,134,44.4,3.3,13.4,0,9,4.2,0.1,17.9,7.8,Greenwich 007E,25.7,0.2,0.1,15.1,0.2,-0.2,34.8,30.1,276750,41660,33210,1722,326,433,461,353,149,1247
E01001637,Greenwich,8.01945,861,95,372,343,32,842,50.6,5.6,21.8,20.1,1.9,49.4,1006,697,59.1,40.9,609,97,86.3,13.7,792,42,118,2,164,77,6,371,131,46.5,2.5,6.9,0.1,9.6,4.5,0.4,21.8,7.7,Greenwich 009D,27.1,0.2,0.1,18.7,0,0.4,32.1,33.6,265000,41050,32710,1703,329,427,392,390,165,1209
E01001638,Greenwich,15.6187,1045,142,224,524,39,929,52.9,7.2,11.3,26.5,2,47.1,1164,810,59,41,654,152,81.1,18.9,1027,52,28,4,149,18,1,528,167,52,2.6,1.4,0.2,7.5,0.9,0.1,26.7,8.5,Greenwich 038A,28.1,0.2,0.1,12.4,0.6,0,38.9,21.9,228000,44470,35430,1974,461,450,555,304,204,1309
E01001640,Greenwich,21.108,1272,163,307,524,68,1062,54.5,7,13.2,22.5,2.9,45.5,1424,910,61,39,739,142,83.9,16.1,1138,58,53,1,178,5,11,730,160,48.8,2.5,2.3,0,7.6,0.2,0.5,31.3,6.9,Greenwich 035A,30.6,0.2,0.1,13.6,0.4,1,30.8,21.8,475000,46360,36890,2334,481,795,594,356,108,1745
E01001641,Greenwich,22.003,1292,91,133,204,35,463,73.6,5.2,7.6,11.6,2,26.4,1240,515,70.7,29.3,732,47,94,6,822,26,21,9,57,21,7,602,190,46.8,1.5,1.2,0.5,3.2,1.2,0.4,34.3,10.8,Greenwich 038B,16.3,0.1,0.1,3,-0.7,0.8,26,35.8,577750,57340,44860,1755,288,421,549,307,190,1277
E01001642,Greenwich,7.90462,1556,77,51,89,8,225,87.4,4.3,2.9,5,0.4,12.6,1387,394,77.9,22.1,759,32,96,4,932,13,3,9,19,0,10,643,152,52.3,0.7,0.2,0.5,1.1,0,0.6,36.1,8.5,Greenwich 038C,11.5,0,0,1,-1.2,1,19.9,35.5,765000,67300,51500,1781,341,261,528,406,245,1195
E01001644,Greenwich,20.0301,1618,128,206,222,38,594,73.1,5.8,9.3,10,1.7,26.9,1501,711,67.9,32.1,925,97,90.5,9.5,981,18,49,4,100,8,10,855,187,44.3,0.8,2.2,0.2,4.5,0.4,0.5,38.7,8.5,Greenwich 038D,17.3,0.1,0.1,8.1,-0.3,0.4,25.3,38.8,355000,55950,43900,2212,334,641,753,361,123,1755
E01001645,Greenwich,4.08741,1128,85,142,299,43,569,66.5,5,8.4,17.6,2.5,33.5,1256,441,74,26,640,74,89.6,10.4,1005,26,56,2,99,12,9,360,128,59.2,1.5,3.3,0.1,5.8,0.7,0.5,21.2,7.5,Greenwich 022A,27.9,0.2,0.1,18.8,0.2,0.5,30.2,18.3,249975,44820,35710,1697,334,280,365,475,243,1120
E01001646,Greenwich,10.1039,1715,191,308,576,39,1114,60.6,6.8,10.9,20.4,1.4,39.4,1898,931,67.1,32.9,1043,136,88.5,11.5,1522,23,76,1,201,15,27,790,174,53.8,0.8,2.7,0,7.1,0.5,1,27.9,6.2,Greenwich 019A,25,0.2,0.1,14.5,0,-0.2,42.7,16.4,232500,45890,36530,2829,647,768,874,391,149,2033
E01001647,Greenwich,5.0229,943,63,260,195,30,548,63.2,4.2,17.4,13.1,2,36.8,1079,412,72.4,27.6,523,50,91.3,8.7,769,38,55,0,144,31,4,350,100,51.6,2.5,3.7,0,9.7,2.1,0.3,23.5,6.7,Greenwich 022B,21.6,0.1,0.1,11.1,-0.3,1.3,31.1,25.7,415000,47960,38110,1491,285,260,323,378,245,961
E01001648,Greenwich,3.83941,1186,111,222,192,40,565,67.7,6.3,12.7,11,2.3,32.3,1277,474,72.9,27.1,658,71,90.3,9.7,922,25,68,4,140,31,11,405,145,52.7,1.4,3.9,0.2,8,1.8,0.6,23.1,8.3,Greenwich 022C,19.2,0.1,0.1,11,-0.3,0.8,36.7,17.4,280000,49710,39410,1751,336,346,483,383,203,1212
E01001649,Greenwich,2.25407,1163,48,88,206,25,367,76,3.1,5.8,13.5,1.6,24,1207,323,78.9,21.1,525,44,92.3,7.7,945,2,24,7,56,15,2,383,96,61.8,0.1,1.6,0.5,3.7,1,0.1,25,6.3,Greenwich 022D,35.2,0.2,0.2,26.8,0,0.9,41.2,29.6,272500,44050,35100,1530,328,313,364,379,146,1056
E01001650,Greenwich,6.70168,1144,43,294,208,44,589,66,2.5,17,12,2.5,34,1290,443,74.4,25.6,558,57,90.7,9.3,862,31,102,1,90,61,4,451,131,49.7,1.8,5.9,0.1,5.2,3.5,0.2,26,7.6,Greenwich 019B,32,0.2,0.2,22.2,0.3,0.7,31.7,26.8,310000,43030,34300,1733,366,340,378,426,223,1144
E01001651,Greenwich,4.89099,1063,95,208,310,38,651,62,5.5,12.1,18.1,2.2,38,1223,491,71.4,28.6,689,72,90.5,9.5,886,29,96,2,109,35,2,439,116,51.7,1.7,5.6,0.1,6.4,2,0.1,25.6,6.8,Greenwich 019C,43.6,0.2,0.2,30.2,0.6,1.6,43.3,20.8,190000,41450,33030,1714,365,327,416,374,232,1117
E01001652,Greenwich,7.27366,1148,66,189,133,19,407,73.8,4.2,12.2,8.6,1.2,26.2,1160,395,74.6,25.4,646,35,94.9,5.1,813,27,64,1,84,21,9,424,112,52.3,1.7,4.1,0.1,5.4,1.4,0.6,27.3,7.2,Greenwich 019D,17.5,0.1,0.1,6.4,-0.1,0.8,22.6,31.6,330000,49720,39420,1555,245,299,382,367,262,1048
E01001653,Greenwich,3.33861,1262,79,70,128,8,285,81.6,5.1,4.5,8.3,0.5,18.4,1273,274,82.3,17.7,554,56,90.8,9.2,838,10,11,4,57,1,6,484,136,54.2,0.6,0.7,0.3,3.7,0.1,0.4,31.3,8.8,Greenwich 029A,40.9,0.3,0.2,37.6,0.3,0.4,45.8,21.5,210500,39020,31040,1547,391,300,356,345,155,1001
E01001654,Greenwich,2.71472,1148,79,57,217,45,398,74.3,5.1,3.7,14,2.9,25.7,1247,299,80.7,19.3,566,37,93.9,6.1,826,14,12,7,95,12,7,465,108,53.4,0.9,0.8,0.5,6.1,0.8,0.5,30.1,7,Greenwich 029B,39.9,0.2,0.2,33.5,0.4,0.5,45.9,26.8,250000,40170,31990,1546,408,262,358,327,191,947
E01001655,Greenwich,5.77586,1183,63,43,165,11,282,80.8,4.3,2.9,11.3,0.8,19.2,1204,261,82.2,17.8,591,46,92.8,7.2,757,11,11,0,31,1,6,507,141,51.7,0.8,0.8,0,2.1,0.1,0.4,34.6,9.6,Greenwich 029C,42.5,0.3,0.2,38,0.6,0.7,37.7,18,229000,38470,30580,1465,345,301,365,325,129,991
E01001656,Greenwich,3.82789,1065,48,54,89,16,207,83.7,3.8,4.2,7,1.3,16.3,1028,244,80.8,19.2,550,32,94.5,5.5,596,19,5,2,47,3,5,480,115,46.9,1.5,0.4,0.2,3.7,0.2,0.4,37.7,9,Greenwich 034A,18.3,0.1,0.1,7.5,-0.1,-0.2,28.6,17.8,445000,52740,41620,1272,230,181,299,315,247,795
E01001657,Greenwich,8.32607,1245,55,90,111,46,302,80.5,3.6,5.8,7.2,3,19.5,1171,376,75.7,24.3,644,42,93.9,6.1,830,5,44,10,42,7,12,468,129,53.7,0.3,2.8,0.6,2.7,0.5,0.8,30.3,8.3,Greenwich 034B,11.3,0.1,0.1,2.1,-0.8,0.2,21.6,25.5,460000,58110,45400,1547,325,201,433,351,237,985
E01001658,Greenwich,6.88436,1156,55,131,172,35,393,74.6,3.6,8.5,11.1,2.3,25.4,1154,395,74.5,25.5,673,50,93.1,6.9,820,24,28,2,73,5,7,451,139,52.9,1.5,1.8,0.1,4.7,0.3,0.5,29.1,9,Greenwich 034C,18.2,0.1,0.1,9.6,-0.5,0.1,37.3,21.2,290000,48780,38720,1549,294,251,387,347,270,985
E01001659,Greenwich,7.59428,919,69,224,197,45,535,63.2,4.7,15.4,13.5,3.1,36.8,1026,428,70.6,29.4,488,41,92.2,7.8,793,30,67,1,137,10,8,278,130,54.5,2.1,4.6,0.1,9.4,0.7,0.6,19.1,8.9,Greenwich 034D,20.7,0.1,0.1,8.9,0.1,0.5,38.1,28.4,460000,50070,39680,1454,254,293,268,391,248,952
E01001660,Greenwich,4.25407,1095,76,161,224,44,505,68.4,4.8,10.1,14,2.8,31.6,1189,411,74.3,25.7,528,58,90.1,9.9,861,8,60,0,103,2,9,425,132,53.8,0.5,3.8,0,6.4,0.1,0.6,26.6,8.2,Greenwich 029D,33.6,0.2,0.1,25.7,0.1,0.8,49.8,18.9,344660,41510,33080,1600,387,307,350,354,202,1011
E01001661,Greenwich,6.34564,1187,43,113,122,60,338,77.8,2.8,7.4,8,3.9,22.2,1200,325,78.7,21.3,546,42,92.9,7.1,869,10,24,1,99,14,1,387,120,57,0.7,1.6,0.1,6.5,0.9,0.1,25.4,7.9,Greenwich 029E,35.1,0.2,0.1,29.7,0.4,1.2,40.1,27.4,290000,41950,33440,1525,328,259,334,361,243,954
E01001662,Greenwich,14.7547,1340,102,73,71,22,268,83.3,6.3,4.5,4.4,1.4,16.7,1229,379,76.4,23.6,662,53,92.6,7.4,687,8,16,17,23,1,9,707,140,42.7,0.5,1,1.1,1.4,0.1,0.6,44,8.7,Greenwich 037A,22.1,0.1,0.1,5.3,-0.2,1.1,21.4,44.4,495000,57760,45160,1608,233,399,560,296,120,1255
E01001664,Greenwich,18.6908,1488,89,188,85,20,382,79.6,4.8,10.1,4.5,1.1,20.4,1361,509,72.8,27.2,796,58,93.2,6.8,830,31,26,6,61,7,9,745,155,44.4,1.7,1.4,0.3,3.3,0.4,0.5,39.8,8.3,Greenwich 037B,21.3,0.1,0.1,3.2,0.1,0.3,24.9,53.9,488000,56150,44040,1870,272,455,565,354,224,1374
E01001665,Greenwich,17.1326,1414,101,191,124,37,453,75.7,5.4,10.2,6.6,2,24.3,1300,567,69.6,30.4,690,98,87.6,12.4,876,35,36,9,29,20,11,709,142,46.9,1.9,1.9,0.5,1.6,1.1,0.6,38,7.6,Greenwich 037C,17.2,0.1,0.1,5.4,-0.1,0.7,27.6,35.1,430000,55320,43460,1867,313,508,603,341,102,1452
E01001666,Greenwich,13.3967,756,63,399,216,36,714,51.4,4.3,27.1,14.7,2.4,48.6,819,651,55.7,44.3,463,94,83.1,16.9,604,48,123,4,127,72,4,371,117,41.1,3.3,8.4,0.3,8.6,4.9,0.3,25.2,8,Greenwich 036A,25.3,0.1,0.1,11.5,0.3,0.9,28.3,40.9,355000,48760,38710,1470,255,404,422,265,124,1091
E01001667,Greenwich,9.6074,935,103,232,272,22,629,59.8,6.6,14.8,17.4,1.4,40.2,1017,547,65,35,620,87,87.7,12.3,757,29,67,3,123,5,12,406,162,48.4,1.9,4.3,0.2,7.9,0.3,0.8,26,10.4,Greenwich 036B,42.6,0.3,0.2,21.6,0.8,1.8,32.1,33.9,316676,43440,34630,1564,289,404,357,304,210,1065
E01001668,Greenwich,15.0711,1702,92,135,297,43,567,75,4.1,5.9,13.1,1.9,25,1741,528,76.7,23.3,974,75,92.9,7.1,1054,24,30,7,89,10,7,856,192,46.5,1.1,1.3,0.3,3.9,0.4,0.3,37.7,8.5,Greenwich 036C,26.9,0.2,0.1,11.8,0,0.8,26.8,38.6,545000,50410,39920,2269,472,479,656,416,246,1551
E01001669,Greenwich,4.49534,1086,106,174,475,33,788,58,5.7,9.3,25.3,1.8,42,1347,527,71.9,28.1,619,70,89.8,10.2,1054,33,52,0,85,31,13,435,171,56.2,1.8,2.8,0,4.5,1.7,0.7,23.2,9.1,Greenwich 033A,27.8,0.2,0.2,17.8,-0.4,0.7,30.1,23.5,235000,43300,34520,1874,460,410,403,432,169,1245
E01001671,Greenwich,4.85209,1086,86,121,262,23,492,68.8,5.4,7.7,16.6,1.5,31.2,1193,385,75.6,24.4,623,52,92.3,7.7,887,13,39,4,64,24,7,429,111,56.2,0.8,2.5,0.3,4.1,1.5,0.4,27.2,7,Greenwich 033B,22.9,0.2,0.1,18,-0.1,0.3,25.2,20.9,240000,45460,36200,1578,367,271,430,347,163,1048
E01001672,Greenwich,6.79843,657,91,783,491,27,1392,32.1,4.4,38.2,24,1.3,67.9,963,1086,47,53,475,155,75.4,24.6,744,139,369,1,234,102,7,306,147,36.3,6.8,18,0,11.4,5,0.3,14.9,7.2,Greenwich 006A,27.1,0.2,0.1,18.7,-0.5,0.8,37.6,32.1,216000,40520,32280,2049,501,507,548,366,127,1421
E01001673,Greenwich,18.9953,610,69,729,429,55,1282,32.2,3.6,38.5,22.7,2.9,67.8,871,1021,46,54,519,166,75.8,24.2,731,92,370,0,223,86,2,267,121,38.6,4.9,19.6,0,11.8,4.5,0.1,14.1,6.4,Greenwich 006B,35.9,0.3,0.1,18.1,0.6,1.2,38.1,22.2,160000,37120,29430,1892,373,484,425,404,206,1313
E01001674,Greenwich,8.69146,770,92,598,463,50,1203,39,4.7,30.3,23.5,2.5,61,1093,880,55.4,44.6,519,152,77.3,22.7,924,76,247,0,214,121,5,283,103,46.8,3.9,12.5,0,10.8,6.1,0.3,14.3,5.2,Greenwich 006C,22.1,0.2,0.1,17.5,-0.8,0.5,31.2,32.6,249998,42390,33790,1973,484,406,465,405,213,1276
E01001675,Greenwich,13.2773,594,68,860,424,34,1386,30,3.4,43.4,21.4,1.7,70,873,1107,44.1,55.9,481,148,76.5,23.5,766,155,453,0,198,68,5,224,111,38.7,7.8,22.9,0,10,3.4,0.3,11.3,5.6,Greenwich 006D,28.7,0.2,0.1,19.7,0.2,0.7,35.2,31.1,250000,41160,32800,1980,408,521,528,395,128,1444
E01001676,Greenwich,9.76127,810,87,279,576,39,981,45.2,4.9,15.6,32.2,2.2,54.8,1040,751,58.1,41.9,533,113,82.5,17.5,938,48,98,0,147,82,3,357,118,52.4,2.7,5.5,0,8.2,4.6,0.2,19.9,6.6,Greenwich 033C,28.3,0.2,0.1,19.5,0.4,0.3,36.1,22.6,225000,41050,32710,1791,505,409,430,342,105,1181
E01001677,Greenwich,8.80362,816,144,485,473,30,1132,41.9,7.4,24.9,24.3,1.5,58.1,1101,847,56.5,43.5,536,132,80.2,19.8,890,40,213,0,191,94,10,358,152,45.7,2.1,10.9,0,9.8,4.8,0.5,18.4,7.8,Greenwich 006E,19.7,0.1,0.1,18.3,-0.4,0.1,27.6,31,245000,43420,34610,1948,464,453,493,419,119,1365
E01001678,Greenwich,4.0287,1102,78,194,277,16,565,66.1,4.7,11.6,16.6,1,33.9,1307,360,78.4,21.6,594,34,94.6,5.4,993,5,81,1,69,47,2,349,120,59.6,0.3,4.9,0.1,4.1,2.8,0.1,20.9,7.2,Greenwich 017A,14.1,0.1,0.1,12.5,-0.3,-0.3,21.7,32.4,250000,47580,37820,1667,334,309,333,444,247,1086
E01001679,Greenwich,4.96099,923,75,83,244,21,423,68.6,5.6,6.2,18.1,1.6,31.4,1036,310,77,23,497,23,95.6,4.4,838,6,14,0,64,37,3,267,117,62.3,0.4,1,0,4.8,2.7,0.2,19.8,8.7,Greenwich 020A,13.5,0.1,0.1,12.8,-0.5,0.2,24.8,25.2,297500,52940,41770,1346,301,196,387,328,134,911
E01001680,Greenwich,3.20166,1196,62,152,117,46,377,76,3.9,9.7,7.4,2.9,24,1245,328,79.1,20.9,580,38,93.9,6.1,902,7,41,0,60,34,5,372,152,57.3,0.4,2.6,0,3.8,2.2,0.3,23.6,9.7,Greenwich 020B,8.9,0.1,0,4,-0.8,0.3,25.2,18,339000,55890,43860,1573,292,234,319,451,277,1004
E01001681,Greenwich,5.21925,827,82,113,195,7,397,67.6,6.7,9.2,15.9,0.6,32.4,953,271,77.9,22.1,459,29,94.1,5.9,654,8,22,0,65,21,7,336,111,53.4,0.7,1.8,0,5.3,1.7,0.6,27.5,9.1,Greenwich 020C,18.3,0.1,0.1,6.8,-0.1,0.6,21.4,25.5,364750,51630,40820,1224,262,204,308,342,108,854
E01001682,Greenwich,5.11951,955,81,84,179,34,378,71.6,6.1,6.3,13.4,2.6,28.4,1055,278,79.1,20.9,542,23,95.9,4.1,806,6,26,0,45,27,5,315,103,60.5,0.5,2,0,3.4,2,0.4,23.6,7.7,Greenwich 020D,18.2,0.1,0.1,5.8,0,0.5,27,23.6,306250,53530,42190,1333,266,189,301,365,212,855
E01001683,Greenwich,6.50069,909,88,226,240,56,610,59.8,5.8,14.9,15.8,3.7,40.2,1126,393,74.1,25.9,513,52,90.8,9.2,707,16,27,4,146,92,7,400,120,46.5,1.1,1.8,0.3,9.6,6.1,0.5,26.3,7.9,Greenwich 017B,22.8,0.2,0.1,15.6,0.2,0,25,26,270000,46530,37020,1519,323,293,378,381,144,1052
E01001684,Greenwich,4.61331,931,53,168,293,27,541,63.2,3.6,11.4,19.9,1.8,36.8,1119,353,76,24,516,45,92,8,799,6,49,0,70,89,7,323,129,54.3,0.4,3.3,0,4.8,6,0.5,21.9,8.8,Greenwich 017C,24.7,0.2,0.1,20.3,-0.2,0.7,28.3,16.9,252500,45610,36310,1472,333,266,308,381,184,955
E01001685,Greenwich,4.76072,1018,57,180,217,50,504,66.9,3.7,11.8,14.3,3.3,33.1,1195,327,78.5,21.5,566,44,92.8,7.2,823,6,98,2,64,18,7,386,118,54.1,0.4,6.4,0.1,4.2,1.2,0.5,25.4,7.8,Greenwich 017D,17.3,0.1,0.1,11.3,-0.3,0.3,23.7,30.2,248000,45730,36410,1522,289,286,389,351,207,1026
E01001686,Greenwich,4.7133,1070,122,152,414,19,707,60.2,6.9,8.6,23.3,1.1,39.8,1197,580,67.4,32.6,707,60,92.2,7.8,964,33,42,7,87,22,6,460,156,54.2,1.9,2.4,0.4,4.9,1.2,0.3,25.9,8.8,Greenwich 020E,20.5,0.2,0.1,8.9,-0.1,0,28.3,24,217500,48230,38310,1777,387,351,488,396,155,1235
E01001687,Greenwich,9.81414,585,71,142,381,27,621,48.5,5.9,11.8,31.6,2.2,51.5,723,483,60,40,435,76,85.1,14.9,706,18,29,1,83,17,4,259,89,58.5,1.5,2.4,0.1,6.9,1.4,0.3,21.5,7.4,Greenwich 002A,35.7,0.2,0.1,15.7,0.2,1.6,45.2,21.7,205000,43270,34490,1206,287,212,295,304,108,811
E01001688,Greenwich,8.81189,1058,146,213,1174,32,1565,40.3,5.6,8.1,44.8,1.2,59.7,1516,1107,57.8,42.2,778,159,83,17,1697,33,27,5,198,8,2,489,164,64.7,1.3,1,0.2,7.5,0.3,0.1,18.6,6.3,Greenwich 002B,26.6,0.2,0.1,9.9,0.8,0.1,36.6,18.9,155278,45760,36440,2623,809,451,799,379,185,1629
E01001690,Greenwich,9.11052,1041,79,51,724,37,891,53.9,4.1,2.6,37.5,1.9,46.1,1304,628,67.5,32.5,721,124,85.3,14.7,1184,11,7,1,98,15,9,468,139,61.3,0.6,0.4,0.1,5.1,0.8,0.5,24.2,7.2,Greenwich 001A,29.7,0.2,0.1,22.3,0,0,44.8,12.4,192000,40330,32120,1932,493,385,490,412,152,1287
E01001692,Greenwich,5.74261,751,58,66,499,17,640,54,4.2,4.7,35.9,1.2,46,927,464,66.6,33.4,456,66,87.4,12.6,823,13,4,2,80,1,6,364,98,59.2,0.9,0.3,0.1,5.8,0.1,0.4,26.2,7,Greenwich 001B,30,0.2,0.1,26.4,0,-0.1,39.4,13.8,134000,40030,31880,1391,394,274,376,274,73,924
E01001693,Greenwich,9.35191,683,82,95,688,10,875,43.8,5.3,6.1,44.2,0.6,56.2,945,613,60.7,39.3,529,81,86.7,13.3,963,41,4,1,90,9,5,318,127,61.8,2.6,0.3,0.1,5.8,0.6,0.3,20.4,8.2,Greenwich 001C,33.7,0.3,0.1,24.7,0,0.5,42,13.8,155000,39430,31380,1558,463,281,398,326,90,1005
